"finn_id","title","price","size_sqm","rooms","address","neighborhood","property_type","year_built","broker","url","scraped_at","lat","lon","category","category_confidence","category_reasoning","classified_at","standard","standard_confidence","standard_reasoning"
"459062951","St.Hanshaugen - Attraktiv 3-roms i 5. etg med solrik balkong. Heis. Felles takterrasse. V.v/fyring inkl. i FK. Mulig kjøp/leie p.plass",5967813,52,3,"Pilestredet Park 12A, Oslo",NA,"Leilighet",2007,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=459062951","2026-04-14T15:17:02",NA,NA,"Central urban","medium","Located in St. Hanshaugen/Pilestredet Park, a central Oslo district, this is a mid-range apartment with attractive features like balcony, elevator, and rooftop terrace. Built in 2007, it falls just outside the 'new development' threshold of 2018, and without a listed price, luxury cannot be confirmed.","2026-04-14T15:46:34","Good standard","medium","Built in 2007 with no explicit renovation mentioned. Described as attractive with amenities (elevator, terrace), suggesting well-maintained condition typical of early 2000s construction."
"459068405","Kvadraturen - Pen, lys og velholdt 3-roms loftsleilighet vendt mot skjermet bakgård. Nyoppusset kjøkken og overflater 2024. Sentralt",4972630,48,3,"Skippergata 21A, Oslo",NA,"Leilighet",1860,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=459068405","2026-04-14T15:17:02",NA,NA,"Central urban","medium","Located in Kvadraturen/Skippergata in central Oslo, this is a well-maintained 3-room loft apartment with a renovated kitchen in 2024. The central location and mid-range apartment profile fit the Central urban category best, despite the 2024 renovation work being relatively minor cosmetic updates rather than a full oppussingsobjekt.","2026-04-14T15:46:38","High standard","high","Explicitly states 'Nyoppusset kjøkken og overflater 2024', indicating recent comprehensive kitchen and surface renovation despite 1860 build date."
"458908557","MAJORSTUEN - Attraktiv og gjennomgående 3(4)-roms av god standard | Sydvestvendt balkong | To peiser | Tilbaketrukket, samt sentralt!",10149206,93,3,"Industrigata 60 C, Oslo",NA,"Leilighet",1915,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=458908557","2026-04-14T15:17:02",NA,NA,"Central urban","medium","Located on Majorstuen, a central Oslo district, this is a 3(4)-room apartment of good standard with southwest-facing balcony and two fireplaces. Without price or size data, the central location and good standard suggest a mid-range central urban apartment rather than luxury or any other category.","2026-04-14T15:46:42","Good standard","medium","Described as 'attraktiv og gjennomgående' with 'god standard' from 1915, but no explicit recent renovation mentioned. Suggests well-maintained but traditional condition."
"459391468","Frogner / Skarpsno - Lys og romslig 2-r m/balkong på 6 kvm. Vinterhage. Bad modernisert 2025. Innerst i blindvei. Parkeringsmuligheter*",5639380,64,2,"Olav Kyrres gate 13, Oslo",NA,"Leilighet",1987,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=459391468","2026-04-14T15:17:02",NA,NA,"Luxury","medium","Located in Frogner/Skarpsno, one of Oslo's most prestigious neighborhoods, which triggers the luxury classification by address alone. The property features a winter garden, modernized bathroom (2025), balcony, and is situated at the end of a quiet cul-de-sac, all consistent with premium Frogner real estate.","2026-04-14T15:46:45","High standard","high","States 'Bad modernisert 2025', indicating recent bathroom renovation. Combined with good natural light and features suggests above-average condition."
"459352777","MEGET PEN LEIL. PÅ BESTE FROGNER - 1(2)ROMS M/3M TAKHØYDE & KLASSISKE DETALJER - ALT* INK I FELLESKOST - UTSIKT!",NA,49,1,"Erling Skjalgssons gate 1C, Oslo",NA,"Leilighet",1901,"Meglervisning","https://www.finn.no/realestate/homes/ad.html?finnkode=459352777","2026-04-14T15:17:02",NA,NA,"Luxury","high","Located on Frogner, one of Oslo's most prestigious addresses (Erling Skjalgssons gate), with classic 1901 architecture featuring 3-meter ceiling heights and classic details, which are hallmarks of high-end Frogner properties. The prestigious neighborhood alone qualifies this as Luxury per the classification rules.","2026-04-14T15:46:48","Good standard","medium","Described as 'MEGET PEN' (very nice) with classic details in a 1901 building. 'Pen' indicates good condition but no recent comprehensive renovation explicitly mentioned."
"422422441","#Rodeløkka - Romslig 3-roms selveier på Rodeløkka | To balkonger | Modernisering / oppussing | V.vann inkludert | Nye vinduer 2023",7083808,75,2,"Tromsøgata 3B, Oslo",NA,"Leilighet",1985,"Partners","https://www.finn.no/realestate/homes/ad.html?finnkode=422422441","2026-04-14T15:17:02",NA,NA,"Renovation","medium","The listing explicitly mentions 'Modernisering / oppussing' in the title, indicating the property needs renovation work. Located on Rodeløkka, which is a transitional neighborhood, and the description of needing modernization strongly points to a renovation object.","2026-04-14T15:46:51","Good standard","medium","Mentions 'Modernisering / oppussing' and 'Nye vinduer 2023', suggesting partial updates. Not fully renovated but shows recent improvements to older 1985 building."
"446906013","GREFSEN - FAMILIE/GENERASJONSBOLIG - STOR EIENDOM - GARASJE&PARK. - SOLRIK HAGE OG TERRASSE - PRAKTIKANTDEL EGEN INNGANG - PEIS & KOKSOVN - SENTRAL BEL.!",15286490,231,6,"Bjerkealléen 10C, Oslo","Bjerke","Leilighet",1927,"Meglervisning","https://www.finn.no/realestate/homes/ad.html?finnkode=446906013","2026-04-14T15:17:02",NA,NA,"Family home","high","The listing explicitly mentions 'familie/generasjonsbolig' (family/generational home) with a garage, garden, terrace, and a separate au pair/practitioner unit with its own entrance — all classic indicators of a large family property. Grefsen is a suburban-leaning residential area of Oslo well-suited for families.","2026-04-14T15:46:54","Average / dated","medium","Built 1927 with features like peis and koksovn mentioned but no explicit renovation or modernization details. Size and features noted but age and lack of renovation keywords suggest dated condition."
"459597636","Lys 3-roms i høy 1.etg - Kjøkken 2024 -  Nyslipt tregulv - God takhøyde - Peis - V.vann inkl - Utsikt mot botanisk hage!",5999345,65,3,"Tøyengata 43B, Oslo","Tøyen","Leilighet",1896,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=459597636","2026-04-14T15:17:02",NA,NA,"Central urban","medium","Tøyengata på Tøyen er et sentralt Oslo-område nær Grünerløkka/Kampen, og leiligheten har oppgradert kjøkken (2024) og nyslipt gulv – ikke et oppussingsobjekt. Med 3 rom og sentral beliggenhet passer den best i kategorien sentral urban midtklasse.","2026-04-14T15:46:58","High standard","high","Explicitly mentions 'Kjøkken 2024' and 'Nyslipt tregulv', indicating recent kitchen and flooring updates to this 1896 building. Shows clear modernization."
"459374537","St. Hanshaugen - Lys og lekker 5-roms toppleilighet med balkong - Tre soverom - To bad - Peis - Store vindusflater - Sentralt",11301380,129,5,"Wessels gate 5, Oslo",NA,"Leilighet",1892,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=459374537","2026-04-14T15:17:02",NA,NA,"Central urban","medium","Located in St. Hanshaugen, a classic central Oslo district, this is a bright 5-room top-floor apartment with balcony, fireplace, and large windows in a historic 1892 building — fitting the mid-range central urban profile. Price is unknown, but the features and location suggest a mid-to-upper central city apartment rather than luxury or a specific niche category.","2026-04-14T15:47:02","Good standard","medium","Described as 'lys og lekker' (light and lovely) with modern features (two bathrooms, peis, large windows) in 1892 building, but no explicit renovation timeline mentioned."
"459223908","MAJORSTUEN - Solrik og gjennomgående 3-roms - Varmtv./fyr inkl - Peis - Soverom mot bakgård - Rolig beliggenhet rett v/ Stensparken!",6650846,67,3,"Rosenborggata 13B, Oslo",NA,"Leilighet",1940,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=459223908","2026-04-14T15:17:02",NA,NA,"Central urban","medium","Located in Majorstuen, a central Oslo district, with 3 rooms and classic apartment features (fireplace, included utilities). No indicators of luxury, renovation need, new development, or waterfront, making central urban the best fit.","2026-04-14T15:47:05","Average / dated","medium","Built 1940 with described positive attributes but no mention of recent renovation or modernization. Keywords suggest traditional, well-kept character rather than updated standard."
"446570856","ENSJØ/HASLE - LEKKER & PÅKOSTET 3-roms med solrik balkong|Garasjeplass|Heis|TG 1 på alt|Fyr og V.v inkl |Attraktivt og barnevennlig",6995996,75,3,"Grenseveien 69A, Oslo",NA,"Leilighet",2020,"DNB Eiendom","https://www.finn.no/realestate/homes/ad.html?finnkode=446570856","2026-04-14T15:17:02",NA,NA,"New development","high","Built in 2020, this apartment clearly qualifies as a new development post-2018. The listing also highlights high-quality finishes (TG1 på alt, påkostet) and modern amenities like elevator and garage, consistent with a newer build.","2026-04-14T15:47:08","High standard","high","Built in 2020 with modern descriptors ('lekker', 'påkostet') and amenities (heis, garasje). Recent construction year strongly indicates contemporary finishes and quality."
"459255794","Ammerud/Rødtvet - Attraktiv og stor 3-r hjørneleilighet med enkel adkomst - Garasje, peis, balkong, utsikt - Rett ved marka og kollektiv",6186197,98,3,"Arthur Nordlies vei 1D, Oslo",NA,"Leilighet",1975,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=459255794","2026-04-14T15:17:02",NA,NA,"Suburban","medium","Ammerud/Rødtvet is located in Groruddalen, an outer Oslo district, and the listing describes a corner apartment near the forest (marka) with garage, fireplace, and balcony — typical suburban characteristics. The 3-room layout and family-friendly features reinforce a suburban classification.","2026-04-14T15:47:11","Good standard","medium","Built in 1975 with attractive descriptors and amenities (peis, balkong, garasje). No explicit renovation mention, but well-maintained presentation suggests adequate condition for age."
"459193132","Nedre Grünerløkka / Wexels plass - Flott og attraktiv 3-r utsiktsleilighet med sentral beliggenhet - Felles takterrasse - Perfekt førstegangskjøp -2 boder",5097723,56,3,"Herslebs gate 19, Oslo",NA,"Leilighet",1972,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=459193132","2026-04-14T15:17:02",NA,NA,"Central urban","medium","Located in Nedre Grünerløkka/Wexels plass, which is a central Oslo district. Despite the 'førstegangskjøp' mention, the 3-room layout and central urban location in Grünerløkka best fits the central urban category rather than starter/budget.","2026-04-14T15:47:14","Good standard","medium","Built in 1972 described as 'flott og attraktiv' with modern appeal. No renovation mention but positive framing suggests reasonable condition, though age suggests some updating may exist."
"459317295","Tveita - Innbydende 1-roms med alkove - Nydelig utsikt - Heis - Fyring og varmtvann inkl. - Sentralt!",3989896,50,1,"Nåkkves vei 1, Oslo",NA,"Leilighet",1969,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=459317295","2026-04-14T15:17:02",NA,NA,"Student / young professional","medium","A 1-room apartment with alcove on Tveita, centrally located with good public transport access, fits the student/young professional profile. The small size and single-room layout are typical for this segment, though price is unknown.","2026-04-14T15:47:18","Average / dated","medium","Built in 1969 with minimal description and no renovation indicators. Age without explicit modernization suggests dated finishes and wear typical of the era."
"459322349","Toppen av Tonsenhagen! - Lys og trivelig 2-roms m/potensial| Solrik balkong og store grøntarealer | ""Alt"" inkl. | Attraktiv og rolig | Markanært!",3914602,60,1,"Anna Rogstads vei 6, Oslo",NA,"Leilighet",1956,"Otg","https://www.finn.no/realestate/homes/ad.html?finnkode=459322349","2026-04-14T15:17:02",NA,NA,"Suburban","medium","Tonsenhagen is located in the outer Oslo district of Groruddalen/Bjerke, making this a suburban property. The description mentions green areas and a quiet location typical of suburban Oslo, and the 1956 build year with 2 rooms and 'potensial' hints at a modest, older apartment without clear renovation or luxury signals.","2026-04-14T15:47:21","Average / dated","medium","Built in 1956 with descriptors noting 'potensial' rather than premium finishes. Age combined with potential language suggests functional but dated condition."
"459322622","FREDENSBORG / ST. HANSHAUGEN - Eksklusiv 4-roms med høy standard fra 2021 | 4. etasje m/heis og garasjeplass | Solrik balkong på 8 kvm | 2 bad | Utsikt",13496350,100,4,"Fredensborgveien 24C, Oslo",NA,"Leilighet",2021,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=459322622","2026-04-14T15:17:02",NA,NA,"New development","high","Built in 2021, this is a recently completed development with high-end finishes, elevator, garage, and 2 bathrooms — clearly a new development property. The 'eksklusiv' descriptor and premium features reinforce this classification.","2026-04-14T15:47:24","Luxury finish","high","Built in 2021 explicitly described as 'eksklusiv' with 'høy standard', multiple bathrooms, solrik balkong, and heis. Premium modern construction with luxury positioning."
"459295242","Vollebekk - Topp- og endeleilighet fra 2019 | Solrik balkong | Garasje med lader| Gjennomgående | IN-ordning| A-konto VV/fyring inkl",8669177,102,3,"Midtveien 47, Oslo",NA,"Leilighet",2019,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=459295242","2026-04-14T15:17:02",NA,NA,"New development","high","The property was built in 2019 and is explicitly described as a top/end apartment from that year, clearly qualifying as a new development. Features like EV charging in garage and IN-ordning (individual metering) are typical of modern new builds.","2026-04-14T15:47:27","High standard","high","Built in 2019 with modern descriptors ('topp-og endeleilighet', 'solrik', garasje med lader, IN-ordning). Recent construction with quality amenities indicates contemporary high standard."
"459366027","Klassisk og strøken 3-roms med balkong mot bakgård I Rosett og stukkatur I Godt med lysinnslipp I Vedovn I Sentralt!",6673789,67,3,"Københavngata 21A, Oslo",NA,"Leilighet",1898,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=459366027","2026-04-14T15:17:02",NA,NA,"Central urban","medium","Classic 3-room apartment with balcony, stucco details and wood-burning stove in Københavngata, which is centrally located in Oslo (Grünerløkka/Vålerenga area). The period building from 1898 with classic features points to a mid-range central urban apartment rather than luxury or renovation.","2026-04-14T15:47:31","Average / dated","medium","Built in 1898 with classical architectural features (rosett, stukkatur). No renovation mentioned despite very old construction; traditional character suggests dated finishes without modern upgrades."
"459107794","Svært fin og arealeffektiv 1-roms I Toppetasje med utsikt og gode lysforhold I Lave felleskostnader I Må sees!",4090840,38,1,"Schleppegrells gate 28, Oslo",NA,"Leilighet",1930,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=459107794","2026-04-14T15:17:02",NA,NA,"Student / young professional","medium","A 1-room apartment in Schleppegrells gate (Grünerløkka/Torshov area) with top-floor views and low shared costs fits the student/young professional profile. The small, efficient layout and central location near public transport are typical for this segment.","2026-04-14T15:47:34","Average / dated","medium","Built in 1930 with minimal description. Age combined with lack of renovation indicators suggests dated condition, though positive framing ('svært fin') indicates acceptable livability."
"459215922","Bjerkedalen park/Vollebekk - Lekker 4-roms toppleilighet ved parken! |Solrik balkong med flott utsyn |""Alt"" inkl. |Rolig og barnevennlig |Markanært!",5323262,72,4,"Martin Borrebekkens vei 25, Oslo",NA,"Leilighet",1957,"Otg","https://www.finn.no/realestate/homes/ad.html?finnkode=459215922","2026-04-14T15:17:02",NA,NA,"Suburban","medium","Bjerkedalen park/Vollebekk is located in the Groruddalen/Bjerke area of outer Oslo, which is a suburban district. The listing highlights park proximity, quiet/child-friendly environment, and outdoor space, all typical suburban characteristics, though limited details make full classification uncertain.","2026-04-14T15:47:37","Good standard","medium","Built in 1957 with positive descriptors ('lekker', 'solrik') and amenities. While older, the attractive presentation and inclusion of modern amenities suggest adequate condition."
"459113241","Sagene/Nordpolen - Lekker 5-roms selveier pusset opp i 2023/2024. Balkong på 9 kvm. Garasje m/ lader. Heis. Sentralt!",8995198,103,5,"Grefsenveien 19, Oslo","Grefsen","Leilighet",1987,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=459113241","2026-04-14T15:17:02",NA,NA,"Family home","medium","This is a 5-room self-owned apartment recently renovated in 2023/2024 with balcony, garage with EV charger, and elevator, making it well-suited for families. While located in the Sagene/Nordpolen area, the 5-room layout and practical amenities (garage, heis) point more toward a family-oriented property than a typical central urban apartment.","2026-04-14T15:47:40","High standard","high","Explicitly described as 'pusset opp i 2023/2024' with modern amenities (garasje m/lader, heis). Recent renovation indicates fully updated interior."
"459342618","IDYLL PÅ ENERHAUGEN - Attraktiv 2R | Vakkert & frodig utsyn | Flott balkong | Skjermet & rolig beliggenhet | ""Alt"" inkl |Nær byens fasiliteter",4908394,54,2,"Enerhauggata 3, Oslo",NA,"Leilighet",1963,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=459342618","2026-04-14T15:17:02",NA,NA,"Central urban","medium","Enerhaugen is a central Oslo neighborhood near Grünerløkka/Tøyen, and the listing describes a 2-room apartment with balcony in a classic 1963 building at mid-range positioning. Without price data, the central urban category fits best given the address and apartment characteristics.","2026-04-14T15:47:43","Good standard","medium","Built 1963 with descriptors 'vakkert & frodig' and 'attraktiv' but no explicit renovation mention. Appears well-maintained but age suggests some dated elements."
"459197462","Grønland - Lys og gjennomgående 3-roms | Peis | V.vann og  internett inkl | Vakker bakgård | Rett v/Botanisk hage | Sentralt",5321992,91,3,"Motzfeldts gate 18, Oslo",NA,"Leilighet",1877,"Tinholt","https://www.finn.no/realestate/homes/ad.html?finnkode=459197462","2026-04-14T15:17:02",NA,NA,"Central urban","medium","Located in Grønland, a central Oslo district, this is a bright 3-room apartment with fireplace in a historic 1877 building near Botanisk hage. The central location, included utilities, and charming courtyard suggest a mid-range urban apartment rather than luxury or renovation.","2026-04-14T15:47:47","Average / dated","medium","Built 1877 (very old) with only basic amenities mentioned (peis, v.vann, internett). No renovation history indicated; likely original or minimally updated."
"459266341","Rognerud/Manglerud - Lys 2-roms seniorleilighet (55+) -Skjermet bel. i 2. etg. -Heis -Varmtvann inkl -Ingen forkjøpsrett -Garasjemulighet!",3129983,51,2,"Harry Fetts vei 5B, Oslo",NA,"Leilighet",2000,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=459266341","2026-04-14T15:17:02",NA,NA,"Suburban","medium","Located in Rognerud/Manglerud, which is an outer Oslo district (Østensjø area), making this a suburban property. It is a senior apartment (55+) built in 2000 with elevator and garage access, with no strong signals pointing to luxury, renovation, or new development categories.","2026-04-14T15:47:51","Good standard","medium","Built 2000 with modern infrastructure (heis, varmtvann). Senior housing designation suggests functional, well-maintained condition suitable for current use."
"459214468","SAGENE - Bo høyt, fritt og solrikt i attraktiv og lys 3-R | Vestvendt balkong | God standard | Veldrevet og populært brl.",7931668,85,3,"Uelands gate 71, Oslo",NA,"Leilighet",1948,"Partners","https://www.finn.no/realestate/homes/ad.html?finnkode=459214468","2026-04-14T15:17:02",NA,NA,"Investment","medium","Located in Sagene, which is a strong rental/investment area near Grünerløkka and student zones. The 3-room apartment in a well-run cooperative with good standard and sunny west-facing balcony fits the investment/rental profile typical for this neighborhood.","2026-04-14T15:47:54","Good standard","medium","Built 1948 described as 'god standard' and in 'veldrevet' building. No renovation explicitly stated but positive descriptors suggest well-maintained condition."
"459247928","Oppsal/Godlia - Attraktiv 2-roms toppleilighet - Nordvestvendt balkong - Bad fra 2018 - Kjøkken fra 2021 - Fantastisk utsikt - 3 boder!",4352491,69,2,"Mekanikerveien 26, Oslo",NA,"Leilighet",1960,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=459247928","2026-04-14T15:17:02",NA,NA,"Suburban","medium","Oppsal/Godlia is located in the Østensjø district, which is an outer Oslo suburban area. The listing describes a 2-room apartment with updated bathroom and kitchen, but lacks pricing or size data to suggest luxury or renovation categories.","2026-04-14T15:47:57","High standard","high","Explicit recent updates: 'Bad fra 2018' and 'Kjøkken fra 2021' demonstrate renovated kitchen and bathroom within last 5 years."
"459296696","Carl Berner - Innbydende 2-roms m/separat hybel - Balkong - Felles takterrasse - Heis - A-konto VV inkl. - Attraktiv beliggenhet!",5985064,64,3,"Sinsenveien 5A, Oslo","Sinsen","Leilighet",2005,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=459296696","2026-04-14T15:17:02",NA,NA,"Investment","medium","The listing features a separate 'hybel' (studio annex), which strongly suggests rental income potential. Carl Berner/Sinsenveien is near student and young professional areas with good public transport links, making it attractive as an investment property with dual-income possibilities.","2026-04-14T15:47:59","Good standard","medium","Built 2005, modern building age with 'innbydende' description and standard amenities. No explicit damage or renovation needed mentioned."
"459582276","RIVER´N PÅ SAGENE - Lys og nydelig 2-R selveier med høy standard | Kjøkken fra 2022 | Peisovn fra 2025 | Veldrevet og populært sameie",5228124,61,2,"Stockfleths gate 54B, Oslo",NA,"Leilighet",1912,"Partners","https://www.finn.no/realestate/homes/ad.html?finnkode=459582276","2026-04-14T15:17:02",NA,NA,"Investment","medium","Located in Sagene, which is a prime student/rental area near Grünerløkka and Torshov, making it attractive for rental yield. The 2-room self-owned apartment with updated kitchen (2022) and new fireplace (2025) in a well-managed cooperative fits the investment/rental profile for this neighborhood.","2026-04-14T15:48:03","High standard","high","Explicitly 'høy standard' with recent updates: 'Kjøkken fra 2022' and 'Peisovn fra 2025'. Clearly recently renovated and maintained."
"459582660","Rosenhoff v/Torshovdalen - Sjarmerende og attraktiv 2-roms på Rosenhoff | Innglasset balkong ca. 10 kvm | 5. etg m/heis | V.v og internett inkl.",4413946,54,2,"Dynekilgata 15, Oslo",NA,"Leilighet",1967,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=459582660","2026-04-14T15:17:02",NA,NA,"Student / young professional","medium","Located near Torshovdalen/Rosenhoff (Torshov area), described as a charming 2-room apartment with enclosed balcony in a central Oslo location with elevator, water and internet included — typical profile for a young professional or student property. The Torshov/Rosenhoff neighborhood is a popular area for young urbanites with good public transport connections.","2026-04-14T15:48:06","Good standard","medium","Built 1967, described as 'sjarmerende og attraktiv' with updated innglasset balkong. No renovation explicitly stated but positive condition implied."
"353200689","Unik og renovert 5-roms 152m² toppleili. - 2 private takterrasser - Gjennomgående høy standard - 2 bad - Badstue - Peis",15981100,152,5,"Ole Vigs gate 25, Oslo",NA,"Leilighet",1985,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=353200689","2026-04-14T15:17:02",NA,NA,"Luxury","medium","A renovated 5-room 152m² penthouse apartment with two private rooftop terraces, sauna, fireplace, and high-end finishes strongly indicates a luxury property. Ole Vigs gate is in Frogner/Majorstuen area, a prestigious Oslo neighborhood, further supporting the luxury classification.","2026-04-14T15:48:09","High standard","high","Explicitly 'renovert' and 'gjennomgående høy standard' with premium features (2 bad, badstue, peis, 2 takterrasser). Clear evidence of comprehensive recent renovation."
"459348205","Lys, moderne og gjennomgående 3-roms. Baderom 2021 og kjøkken 2019. Fyring, varmtvann og bredbånd inkl. Ingen dok.avgift",6963032,82,3,"Waldemar Thranes gate 47 B, Oslo",NA,"Leilighet",1933,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=459348205","2026-04-14T15:17:02",NA,NA,"Central urban","medium","Waldemar Thranes gate is located in St. Hanshaugen/Bislett, a central Oslo district. The apartment has been partially renovated (bathroom 2021, kitchen 2019) but is not sold as an oppussingsobjekt, making Central urban the best fit for this mid-range city apartment.","2026-04-14T15:48:15","High standard","high","Built 1933 but explicitly states bathroom renovated 2021 and kitchen 2019, indicating recent comprehensive updates to key areas. Described as 'lys, moderne og gjennomgående' (light, modern, and through-going)."
"459354207","Løren - Usjenert 3-roms med stor markterrasse på 23 m² | Gode solforhold | Heis og garasjeplass m/ elbillader | Bygg fra 2017",9180549,93,3,"Lørenveien 55C, Oslo",NA,"Leilighet",2017,"Krogsveen","https://www.finn.no/realestate/homes/ad.html?finnkode=459354207","2026-04-14T15:17:02",NA,NA,"New development","high","The building is from 2017, which is very close to the 2018 threshold but combined with modern amenities (elevator, EV charger, large terrace), this is clearly a modern/near-new development. The listing emphasizes contemporary features typical of new development projects.","2026-04-14T15:48:18","High standard","high","Built 2017, a modern building by default. Keywords 'usjenert' (unobstructed) and recent construction year indicate contemporary finishes and functionality."
"459393881","Ringnes Park - Luftig 3-roms hjørneleilighet i 5. etasje med sydvendt balkong. VV/fyring inkl. Garasjeplass m/lader og innvendig bod.",6755267,60,3,"Biermanns gate 11, Oslo",NA,"Leilighet",2005,"Krogsveen","https://www.finn.no/realestate/homes/ad.html?finnkode=459393881","2026-04-14T15:17:02",NA,NA,"New development","low","Ringnes Park er et kjent boligprosjekt i Oslo, og selv om bygget er fra 2005 (ikke nyere enn 2018), er det et planlagt utviklingsprosjekt med moderne fasiliteter som garasjeplass med lader og inkludert varmtvann/fyring. Uten pris eller størrelse er det vanskelig å klassifisere sikkert, men prosjektprofilen og fasiliteter peker mot et organisert boligprosjekt; alternativt passer 'Family home' med 3 rom og balkong, men prosjektnavnet og anleggets karakter veier tyngst.","2026-04-14T15:48:23","Good standard","medium","Built 2005, well-maintained modern apartment with functional kitchen and bathroom. No explicit renovation mention but age and described amenities suggest good condition without premium finishes."
"459342302","På et høydedrag på Bestum - Ny, eksklusiv & arkitekttegnet enebolig m/ høy standard & påkostede løsninger. Flat & solrik hage m/ pergola. Garasjepl.",19951380,201,6,"Ullernveien 29E, Oslo","Ullern","Enebolig",2025,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=459342302","2026-04-14T15:17:02",NA,NA,"New development","high","Built in 2025, described as 'ny' (new) and architect-designed with high-end finishes — clearly a new development. While it also has luxury characteristics, 'New development' takes precedence per the rules.","2026-04-14T15:48:25","Luxury finish","high","Explicitly described as 'ny, eksklusiv & arkitekttegnet' (new, exclusive & architect-designed) with 'høy standard & påkostede løsninger' (high standard & premium solutions). Built 2025 confirms luxury specification."
"457744161","Ulven/ Økern T - Unik, rålekker 3(4)R i 10etg m/fjordgløtt og topp solforhold | F.kost 4014 ved nedbet fellesgjeld | Parkering* | Kun Tg1",6999496,73,3,"Selma Ellefsens vei 3D, Oslo",NA,"Leilighet",2021,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=457744161","2026-04-14T15:17:02",NA,NA,"New development","high","Built in 2021, this apartment clearly qualifies as a new development post-2018. The listing also highlights premium finishes ('rålekker', 'Kun Tg1') and modern amenities like parking, consistent with a newer build.","2026-04-14T15:48:28","High standard","high","Built 2021, very recent construction. Described with superlatives 'unik, rålekker' and modern apartment block location indicate contemporary finishes and high-quality standards."
"441073618","SJELDEN MULIGHET I SLOTTET PÅ FROGNER - EKSKLUSIV LEILIGHET PÅ 211 KVM - HEIS - PEIS - GARASJE* - 2 KAKKELOVNER - 2 BALKONGER - 3 BAD - 4 SOVEROM - FLOTT UTSYN!",27586750,225,5,"Bygdøy allé 45, Oslo",NA,"Leilighet",1916,"Meglervisning","https://www.finn.no/realestate/homes/ad.html?finnkode=441073618","2026-04-14T15:17:02",NA,NA,"Luxury","high","Located on prestigious Bygdøy allé in Frogner, this 211 sqm apartment in a historic building ('Slottet') features premium amenities including elevator, fireplace, 2 tiled stoves, 2 balconies, 3 bathrooms, and 4 bedrooms — all hallmarks of a high-end luxury property in one of Oslo's most exclusive addresses.","2026-04-14T15:48:32","Luxury finish","high","Explicitly labeled 'EKSKLUSIV LEILIGHET' with premium features: peis (fireplace), kakkelovner (tiled stoves), multiple bathrooms (3), large format (211 m²), and historic prestigious location at Slottet on Frogner."
"459112748","Sinsen Hageby - Stilfull halvpart med hybel - Ombygd i 2019/2020 - Skjermet hage - Store, solrike uteplasser - Garasje - Barnevennlig",14299840,190,6,"Sinsenveien 46A, Oslo","Sinsen","Tomannsbolig",1929,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=459112748","2026-04-14T15:17:02",NA,NA,"Family home","medium","This is a semi-detached house (tomannsbolig) with a private garden, sunny outdoor areas, garage, and a secondary unit (hybel), in the family-friendly Sinsen Hageby area. The description emphasizes child-friendly features and ample outdoor space, all characteristic of a family home.","2026-04-14T15:48:35","High standard","high","Built 1929 but explicitly states 'Ombygd i 2019/2020' (reconstructed/renovated 2019/2020). Described as 'stilfull' (stylish) indicating comprehensive modern renovation."
